Order_ID,Date,Region,City,Retailer_Type,Product,Category,Units_Sold,Price_per_Unit,Discount_%,Revenue,Cost_per_Unit,Profit,Promotion,Sales_Channel,Demand_Level,Profit_Margin_%,Season,Retailer_Tier,Promotion_Effectiveness,Stock_Risk_Level,Region_Market_Share_%,Repeat_Retailer,Price_Sensitivity,Growth_vs_Last_Month
7341,2024-01-09,West,Ahmedabad,Online,Minute Maid,Juice,17,45,0,765.0,28.59,278.97,No,Distributor,Low,36.47,Winter,Bronze,Not Effective,Low,24.95,Repeat,Premium Buyer,Increase
7342,2024-08-26,North,Jaipur,Kirana,Sprite,Carbonated,320,50,10,14400.0,26.97,5770.81,Yes,Direct,Bulk,40.08,Monsoon,Silver,Effective,High,24.98,Repeat,Discount Lover,Increase
7343,2024-09-15,South,Hyderabad,Supermarket,Fanta,Carbonated,97,45,5,4146.75,33.07,939.01,Yes,Direct,Medium,22.64,Monsoon,Gold,Not Effective,Low,24.77,Repeat,Regular Buyer,Decrease
7344,2023-12-05,South,Bengaluru,Kirana,Sprite,Carbonated,273,45,5,11670.75,22.72,5467.09,Yes,Distributor,High,46.84,Winter,Silver,Effective,Medium,24.77,Repeat,Regular Buyer,Decrease
7345,2024-05-18,South,Hyderabad,Online,Sprite,Carbonated,467,35,0,16345.0,26.13,4140.84,No,Direct,Bulk,25.33,Summer,Bronze,Not Effective,High,24.77,Repeat,Premium Buyer,Increase
7346,2024-11-01,West,Ahmedabad,Supermarket,Limca,Carbonated,454,25,0,11350.0,17.91,3220.07,No,Distributor,Bulk,28.37,Winter,Gold,Not Effective,High,24.95,Repeat,Premium Buyer,Increase
7347,2024-07-23,North,Lucknow,Online,Minute Maid,Juice,16,50,15,680.0,30.71,188.6,No,Direct,Low,27.74,Monsoon,Bronze,Not Effective,Low,24.98,Repeat,Discount Lover,Decrease
7348,2023-10-25,West,Pune,Kirana,Sprite,Carbonated,336,45,5,14364.0,27.23,5213.47,No,Direct,Bulk,36.3,Monsoon,Silver,Not Effective,High,24.95,Repeat,Regular Buyer,Decrease
7349,2023-03-13,South,Kochi,Kirana,Coke,Carbonated,357,20,0,7140.0,14.45,1981.64,Yes,Distributor,Bulk,27.75,Summer,Silver,Effective,High,24.77,Repeat,Premium Buyer,Decrease
7350,2024-05-07,South,Kochi,Supermarket,Sprite,Carbonated,371,30,0,11130.0,17.82,4520.36,No,Distributor,Bulk,40.61,Summer,Gold,Not Effective,High,24.77,Repeat,Premium Buyer,Increase
7351,2024-02-09,West,Mumbai,Kirana,Coke,Carbonated,130,50,15,5525.0,38.48,523.15,No,Direct,Medium,9.47,Winter,Silver,Not Effective,Low,24.95,Repeat,Discount Lover,Decrease
7352,2023-06-22,East,Bhubaneswar,Online,Limca,Carbonated,189,50,5,8977.5,29.01,3494.45,Yes,Distributor,High,38.92,Summer,Bronze,Not Effective,Medium,25.3,Repeat,Regular Buyer,Decrease
7353,2024-03-27,East,Kolkata,Online,Sprite,Carbonated,437,25,5,10378.75,15.51,3600.48,No,Distributor,Bulk,34.69,Summer,Bronze,Not Effective,High,25.3,Repeat,Regular Buyer,Increase
7354,2024-06-13,East,Bhubaneswar,Supermarket,Minute Maid,Juice,247,20,5,4693.0,11.81,1774.8,Yes,Distributor,High,37.82,Summer,Gold,Not Effective,Medium,25.3,Repeat,Regular Buyer,Increase
7355,2023-03-13,East,Patna,Online,Coke,Carbonated,11,50,5,522.5,34.08,147.61,No,Direct,Low,28.25,Summer,Bronze,Not Effective,Low,25.3,Repeat,Regular Buyer,Decrease
7356,2024-03-04,North,Lucknow,Online,Fanta,Carbonated,249,50,10,11205.0,29.12,3954.27,No,Direct,High,35.29,Summer,Bronze,Not Effective,Medium,24.98,Repeat,Discount Lover,Decrease
7357,2023-08-04,North,Lucknow,Online,Coke,Carbonated,458,20,5,8702.0,13.56,2491.88,Yes,Direct,Bulk,28.64,Monsoon,Bronze,Effective,High,24.98,Repeat,Regular Buyer,Decrease
7358,2023-06-20,West,Pune,Supermarket,Minute Maid,Juice,64,25,10,1440.0,14.13,535.57,No,Distributor,Medium,37.19,Summer,Gold,Not Effective,Low,24.95,Repeat,Discount Lover,Decrease
7359,2024-10-24,South,Bengaluru,Supermarket,Coke,Carbonated,35,30,5,997.5,18.38,354.25,No,Distributor,Low,35.51,Monsoon,Gold,Not Effective,Low,24.77,Repeat,Regular Buyer,Increase
7360,2023-01-02,South,Hyderabad,Supermarket,Minute Maid,Juice,307,30,15,7828.5,15.24,3150.58,No,Direct,Bulk,40.25,Winter,Gold,Not Effective,High,24.77,Repeat,Discount Lover,No Data
7361,2023-01-21,West,Pune,Supermarket,Coke,Carbonated,439,45,5,18767.25,27.8,6561.59,No,Distributor,Bulk,34.96,Winter,Gold,Not Effective,High,24.95,Repeat,Regular Buyer,No Data
7362,2024-12-24,East,Kolkata,Kirana,Limca,Carbonated,92,25,0,2300.0,16.45,786.52,Yes,Direct,Medium,34.2,Winter,Silver,Not Effective,Low,25.3,Repeat,Premium Buyer,Increase
7363,2023-01-08,South,Kochi,Kirana,Sprite,Carbonated,189,25,10,4252.5,13.49,1702.76,No,Direct,High,40.04,Winter,Silver,Not Effective,Medium,24.77,Repeat,Discount Lover,No Data
7364,2024-08-23,South,Bengaluru,Kirana,Coke,Carbonated,260,35,5,8645.0,24.16,2362.61,No,Distributor,High,27.33,Monsoon,Silver,Not Effective,Medium,24.77,Repeat,Regular Buyer,Increase
7365,2024-03-26,East,Bhubaneswar,Online,Maaza,Juice,472,35,15,14042.0,20.22,4499.57,No,Distributor,Bulk,32.04,Summer,Bronze,Not Effective,High,25.3,Repeat,Discount Lover,Increase
7366,2023-05-30,South,Bengaluru,Kirana,Fanta,Carbonated,456,20,5,8664.0,12.17,3112.39,No,Direct,Bulk,35.92,Summer,Silver,Not Effective,High,24.77,Repeat,Regular Buyer,Decrease
7367,2023-03-13,North,Jaipur,Online,Sprite,Carbonated,438,30,0,13140.0,20.3,4246.97,Yes,Direct,Bulk,32.32,Summer,Bronze,Effective,High,24.98,Repeat,Premium Buyer,Increase
7368,2024-01-12,West,Pune,Online,Maaza,Juice,133,45,5,5685.75,28.74,1863.81,No,Direct,Medium,32.78,Winter,Bronze,Not Effective,Low,24.95,Repeat,Regular Buyer,Decrease
7369,2024-07-03,South,Chennai,Supermarket,Coke,Carbonated,367,45,10,14863.5,25.49,5507.37,No,Distributor,Bulk,37.05,Monsoon,Gold,Not Effective,High,24.77,Repeat,Discount Lover,Decrease
7370,2023-06-05,West,Pune,Kirana,Coke,Carbonated,398,20,0,7960.0,13.85,2447.74,No,Direct,Bulk,30.75,Summer,Silver,Not Effective,High,24.95,Repeat,Premium Buyer,Increase
7371,2023-12-27,West,Mumbai,Supermarket,Fanta,Carbonated,300,50,15,12750.0,38.77,1118.34,Yes,Distributor,Bulk,8.77,Winter,Gold,Effective,Medium,24.95,Repeat,Discount Lover,Decrease
7372,2024-04-19,South,Bengaluru,Online,Maaza,Juice,17,25,10,382.5,17.95,77.4,No,Direct,Low,20.24,Summer,Bronze,Not Effective,Low,24.77,Repeat,Discount Lover,Increase
7373,2024-01-07,South,Hyderabad,Kirana,Minute Maid,Juice,326,30,0,9780.0,22.21,2540.7,Yes,Distributor,Bulk,25.98,Winter,Silver,Effective,High,24.77,Repeat,Premium Buyer,Decrease
7374,2023-12-17,East,Kolkata,Supermarket,Sprite,Carbonated,331,35,5,11005.75,27.7,1838.0,No,Distributor,Bulk,16.7,Winter,Gold,Not Effective,High,25.3,Repeat,Regular Buyer,Decrease
7375,2023-07-08,West,Ahmedabad,Online,Limca,Carbonated,499,35,10,15718.5,18.78,6348.62,No,Direct,Bulk,40.39,Monsoon,Bronze,Not Effective,High,24.95,Repeat,Discount Lover,Decrease
7376,2023-12-13,East,Bhubaneswar,Kirana,Sprite,Carbonated,347,30,0,10410.0,16.19,4792.46,No,Direct,Bulk,46.04,Winter,Silver,Not Effective,High,25.3,Repeat,Premium Buyer,Decrease
7377,2023-02-13,East,Bhubaneswar,Kirana,Limca,Carbonated,465,30,10,12555.0,23.28,1730.65,No,Distributor,Bulk,13.78,Winter,Silver,Not Effective,High,25.3,Repeat,Discount Lover,Decrease
7378,2023-08-20,East,Bhubaneswar,Kirana,Fanta,Carbonated,215,20,15,3655.0,11.72,1134.82,No,Direct,High,31.05,Monsoon,Silver,Not Effective,Medium,25.3,Repeat,Discount Lover,Increase
7379,2024-12-13,North,Lucknow,Supermarket,Minute Maid,Juice,260,30,0,7800.0,15.57,3751.58,No,Direct,High,48.1,Winter,Gold,Not Effective,Medium,24.98,Repeat,Premium Buyer,Decrease
7380,2024-06-03,North,Chandigarh,Kirana,Minute Maid,Juice,243,45,0,10935.0,35.67,2267.53,Yes,Distributor,High,20.74,Summer,Silver,Not Effective,Medium,24.98,Repeat,Premium Buyer,Increase
7381,2023-10-31,North,Delhi,Kirana,Limca,Carbonated,270,20,5,5130.0,10.87,2195.2,No,Direct,High,42.79,Monsoon,Silver,Not Effective,Medium,24.98,Repeat,Regular Buyer,Increase
7382,2024-07-02,North,Delhi,Online,Maaza,Juice,488,50,0,24400.0,29.51,9998.66,Yes,Direct,Bulk,40.98,Monsoon,Bronze,Effective,High,24.98,Repeat,Premium Buyer,Increase
7383,2023-03-17,East,Patna,Supermarket,Fanta,Carbonated,368,20,5,6992.0,14.3,1730.01,Yes,Direct,Bulk,24.74,Summer,Gold,Effective,High,25.3,Repeat,Regular Buyer,Decrease
7384,2023-03-26,North,Lucknow,Online,Maaza,Juice,137,50,5,6507.5,26.8,2836.24,No,Distributor,Medium,43.58,Summer,Bronze,Not Effective,Low,24.98,Repeat,Regular Buyer,Increase
7385,2023-03-21,West,Pune,Supermarket,Minute Maid,Juice,295,35,15,8776.25,26.43,980.74,No,Direct,High,11.17,Summer,Gold,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
7386,2024-04-10,East,Patna,Online,Limca,Carbonated,220,45,10,8910.0,31.75,1925.96,No,Direct,High,21.62,Summer,Bronze,Not Effective,Medium,25.3,Repeat,Discount Lover,Increase
7387,2024-04-28,South,Kochi,Supermarket,Maaza,Juice,431,45,10,17455.5,32.27,3546.69,No,Distributor,Bulk,20.32,Summer,Gold,Not Effective,High,24.77,Repeat,Discount Lover,Increase
7388,2024-06-15,East,Bhubaneswar,Supermarket,Fanta,Carbonated,469,20,15,7973.0,12.6,2063.22,Yes,Direct,Bulk,25.88,Summer,Gold,Effective,High,25.3,Repeat,Discount Lover,Increase
7389,2023-06-06,East,Patna,Kirana,Limca,Carbonated,372,35,15,11067.0,19.22,3916.06,No,Distributor,Bulk,35.39,Summer,Silver,Not Effective,High,25.3,Repeat,Discount Lover,Decrease
7390,2023-12-11,South,Kochi,Online,Coke,Carbonated,499,45,5,21332.25,23.14,9785.52,No,Direct,Bulk,45.87,Winter,Bronze,Not Effective,High,24.77,Repeat,Regular Buyer,Increase
7391,2024-10-07,South,Bengaluru,Kirana,Minute Maid,Juice,432,25,5,10260.0,17.85,2550.42,No,Direct,Bulk,24.86,Monsoon,Silver,Not Effective,High,24.77,Repeat,Regular Buyer,Increase
7392,2023-10-13,West,Surat,Kirana,Sprite,Carbonated,55,45,5,2351.25,24.43,1007.54,No,Distributor,Medium,42.85,Monsoon,Silver,Not Effective,Low,24.95,Repeat,Regular Buyer,Decrease
7393,2023-03-16,South,Hyderabad,Kirana,Minute Maid,Juice,156,45,0,7020.0,23.6,3337.7,Yes,Distributor,High,47.55,Summer,Silver,Not Effective,Medium,24.77,Repeat,Premium Buyer,Increase
7394,2024-12-02,West,Ahmedabad,Supermarket,Fanta,Carbonated,421,20,10,7578.0,11.31,2817.86,Yes,Direct,Bulk,37.18,Winter,Gold,Effective,High,24.95,Repeat,Discount Lover,Decrease
7395,2024-01-27,North,Delhi,Supermarket,Maaza,Juice,494,45,5,21118.5,27.21,7678.36,No,Distributor,Bulk,36.36,Winter,Gold,Not Effective,High,24.98,Repeat,Regular Buyer,Decrease
7396,2024-08-29,West,Mumbai,Kirana,Fanta,Carbonated,165,50,5,7837.5,33.15,2367.59,No,Direct,High,30.21,Monsoon,Silver,Not Effective,Medium,24.95,Repeat,Regular Buyer,Increase
7397,2023-05-19,South,Hyderabad,Online,Fanta,Carbonated,236,20,15,4012.0,12.89,968.94,Yes,Distributor,High,24.15,Summer,Bronze,Not Effective,Medium,24.77,Repeat,Discount Lover,Decrease
7398,2023-10-26,West,Surat,Online,Limca,Carbonated,83,25,15,1763.75,13.3,659.75,No,Distributor,Medium,37.41,Monsoon,Bronze,Not Effective,Low,24.95,Repeat,Discount Lover,Increase
7399,2023-06-27,South,Hyderabad,Online,Fanta,Carbonated,103,25,10,2317.5,15.95,675.03,Yes,Direct,Medium,29.13,Summer,Bronze,Not Effective,Low,24.77,Repeat,Discount Lover,Increase
7400,2023-04-18,South,Bengaluru,Online,Minute Maid,Juice,244,20,0,4880.0,11.73,2018.62,No,Direct,High,41.37,Summer,Bronze,Not Effective,Medium,24.77,Repeat,Premium Buyer,Decrease
7401,2023-06-13,North,Delhi,Online,Coke,Carbonated,395,35,0,13825.0,26.33,3426.62,No,Direct,Bulk,24.79,Summer,Bronze,Not Effective,High,24.98,Repeat,Premium Buyer,Decrease
7402,2023-02-05,North,Chandigarh,Supermarket,Limca,Carbonated,339,40,10,12204.0,21.09,5054.23,Yes,Distributor,Bulk,41.41,Winter,Gold,Effective,High,24.98,Repeat,Discount Lover,Decrease
7403,2024-04-28,North,Lucknow,Online,Coke,Carbonated,277,50,15,11772.5,30.18,3413.93,No,Direct,High,29.0,Summer,Bronze,Not Effective,Medium,24.98,Repeat,Discount Lover,Increase
7404,2023-09-04,North,Jaipur,Online,Limca,Carbonated,226,40,15,7684.0,28.03,1349.32,Yes,Direct,High,17.56,Monsoon,Bronze,Not Effective,Medium,24.98,Repeat,Discount Lover,Decrease
7405,2024-01-20,North,Jaipur,Supermarket,Fanta,Carbonated,304,35,0,10640.0,21.85,3996.37,No,Direct,Bulk,37.56,Winter,Gold,Not Effective,High,24.98,Repeat,Premium Buyer,Increase
7406,2024-11-06,South,Kochi,Supermarket,Minute Maid,Juice,379,35,10,11938.5,23.37,3082.69,No,Direct,Bulk,25.82,Winter,Gold,Not Effective,High,24.77,Repeat,Discount Lover,Decrease
7407,2023-07-26,North,Delhi,Supermarket,Minute Maid,Juice,478,45,15,18283.5,32.9,2557.96,Yes,Distributor,Bulk,13.99,Monsoon,Gold,Effective,High,24.98,Repeat,Discount Lover,Decrease
7408,2023-04-05,South,Hyderabad,Kirana,Coke,Carbonated,365,25,15,7756.25,15.78,1998.04,No,Direct,Bulk,25.76,Summer,Silver,Not Effective,High,24.77,Repeat,Discount Lover,Increase
7409,2023-07-29,West,Surat,Online,Maaza,Juice,469,50,0,23450.0,33.68,7654.43,Yes,Distributor,Bulk,32.64,Monsoon,Bronze,Effective,High,24.95,Repeat,Premium Buyer,Decrease
7410,2023-08-03,North,Chandigarh,Supermarket,Coke,Carbonated,125,50,15,5312.5,26.73,1970.7,No,Direct,Medium,37.1,Monsoon,Gold,Not Effective,Low,24.98,Repeat,Discount Lover,Decrease
7411,2024-04-18,North,Chandigarh,Supermarket,Maaza,Juice,214,35,0,7490.0,20.2,3166.67,No,Distributor,High,42.28,Summer,Gold,Not Effective,Medium,24.98,Repeat,Premium Buyer,Increase
7412,2024-03-26,North,Jaipur,Online,Limca,Carbonated,227,50,0,11350.0,25.18,5633.04,Yes,Distributor,High,49.63,Summer,Bronze,Not Effective,Medium,24.98,Repeat,Premium Buyer,Decrease
7413,2023-12-19,East,Kolkata,Kirana,Coke,Carbonated,155,25,15,3293.75,19.92,206.83,Yes,Distributor,High,6.28,Winter,Silver,Not Effective,Medium,25.3,Repeat,Discount Lover,Increase
7414,2023-11-11,West,Mumbai,Online,Limca,Carbonated,145,30,10,3915.0,17.19,1422.23,No,Distributor,Medium,36.33,Winter,Bronze,Not Effective,Low,24.95,Repeat,Discount Lover,Decrease
7415,2023-09-09,West,Pune,Kirana,Minute Maid,Juice,407,45,10,16483.5,27.8,5169.99,No,Distributor,Bulk,31.36,Monsoon,Silver,Not Effective,High,24.95,Repeat,Discount Lover,Increase
7416,2023-04-13,South,Bengaluru,Online,Limca,Carbonated,263,35,0,9205.0,25.48,2502.56,Yes,Distributor,High,27.19,Summer,Bronze,Effective,Medium,24.77,Repeat,Premium Buyer,Decrease
7417,2023-08-09,North,Delhi,Kirana,Limca,Carbonated,65,20,10,1170.0,13.79,273.4,No,Distributor,Medium,23.37,Monsoon,Silver,Not Effective,Low,24.98,Repeat,Discount Lover,Increase
7418,2023-09-19,East,Guwahati,Supermarket,Coke,Carbonated,12,45,10,486.0,29.33,134.02,No,Direct,Low,27.58,Monsoon,Gold,Not Effective,Low,25.3,Repeat,Discount Lover,Increase
7419,2023-08-19,North,Lucknow,Supermarket,Sprite,Carbonated,294,25,0,7350.0,13.86,3274.28,Yes,Distributor,High,44.55,Monsoon,Gold,Effective,Medium,24.98,Repeat,Premium Buyer,Increase
7420,2024-06-22,North,Jaipur,Supermarket,Maaza,Juice,318,25,0,7950.0,16.66,2651.87,No,Direct,Bulk,33.36,Summer,Gold,Not Effective,High,24.98,Repeat,Premium Buyer,Increase
7421,2024-06-17,East,Bhubaneswar,Kirana,Maaza,Juice,438,45,5,18724.5,34.88,3447.53,No,Direct,Bulk,18.41,Summer,Silver,Not Effective,High,25.3,Repeat,Regular Buyer,Decrease
7422,2023-04-26,North,Lucknow,Online,Minute Maid,Juice,17,40,15,578.0,30.75,55.21,Yes,Distributor,Low,9.55,Summer,Bronze,Not Effective,Low,24.98,Repeat,Discount Lover,Decrease
7423,2024-10-08,South,Hyderabad,Kirana,Maaza,Juice,372,25,5,8835.0,14.09,3593.81,Yes,Direct,Bulk,40.68,Monsoon,Silver,Effective,High,24.77,Repeat,Regular Buyer,Increase
7424,2024-12-09,East,Bhubaneswar,Online,Limca,Carbonated,29,30,5,826.5,17.85,308.77,No,Distributor,Low,37.36,Winter,Bronze,Not Effective,Low,25.3,Repeat,Regular Buyer,Increase
7425,2024-02-24,East,Bhubaneswar,Kirana,Coke,Carbonated,325,35,10,10237.5,26.19,1726.31,No,Direct,Bulk,16.86,Winter,Silver,Not Effective,High,25.3,Repeat,Discount Lover,Decrease
7426,2024-04-21,East,Guwahati,Online,Minute Maid,Juice,289,50,15,12282.5,37.8,1357.09,Yes,Direct,High,11.05,Summer,Bronze,Effective,Medium,25.3,Repeat,Discount Lover,Increase
7427,2023-01-02,South,Kochi,Online,Sprite,Carbonated,479,20,15,8143.0,11.28,2741.63,No,Direct,Bulk,33.67,Winter,Bronze,Not Effective,High,24.77,Repeat,Discount Lover,No Data
7428,2024-03-25,East,Guwahati,Online,Fanta,Carbonated,168,40,5,6384.0,30.26,1300.48,No,Distributor,High,20.37,Summer,Bronze,Not Effective,Medium,25.3,Repeat,Regular Buyer,Increase
7429,2024-12-18,East,Kolkata,Supermarket,Maaza,Juice,444,45,15,16983.0,22.61,6943.72,No,Distributor,Bulk,40.89,Winter,Gold,Not Effective,High,25.3,Repeat,Discount Lover,Increase
7430,2023-07-29,West,Mumbai,Supermarket,Fanta,Carbonated,458,40,0,18320.0,30.21,4485.79,Yes,Direct,Bulk,24.49,Monsoon,Gold,Effective,High,24.95,Repeat,Premium Buyer,Decrease
7431,2024-12-11,North,Delhi,Online,Fanta,Carbonated,282,25,10,6345.0,14.77,2180.24,No,Direct,High,34.36,Winter,Bronze,Not Effective,Medium,24.98,Repeat,Discount Lover,Increase
7432,2023-12-03,West,Pune,Online,Fanta,Carbonated,213,20,10,3834.0,15.48,537.79,No,Direct,High,14.03,Winter,Bronze,Not Effective,Medium,24.95,Repeat,Discount Lover,Decrease
7433,2024-02-04,West,Pune,Online,Limca,Carbonated,24,20,5,456.0,12.15,164.31,Yes,Distributor,Low,36.03,Winter,Bronze,Not Effective,Low,24.95,Repeat,Regular Buyer,Decrease
7434,2024-11-14,East,Patna,Kirana,Minute Maid,Juice,396,25,10,8910.0,17.56,1957.52,Yes,Distributor,Bulk,21.97,Winter,Silver,Effective,High,25.3,Repeat,Discount Lover,Increase
7435,2023-07-08,East,Kolkata,Online,Fanta,Carbonated,177,40,0,7080.0,29.63,1835.14,Yes,Distributor,High,25.92,Monsoon,Bronze,Not Effective,Medium,25.3,Repeat,Premium Buyer,Decrease
7436,2023-11-17,North,Chandigarh,Kirana,Maaza,Juice,382,50,0,19100.0,32.63,6633.74,No,Distributor,Bulk,34.73,Winter,Silver,Not Effective,High,24.98,Repeat,Premium Buyer,Increase
7437,2024-01-06,South,Chennai,Supermarket,Fanta,Carbonated,264,45,10,10692.0,26.71,3640.11,No,Direct,High,34.05,Winter,Gold,Not Effective,Medium,24.77,Repeat,Discount Lover,Increase
7438,2023-06-09,West,Mumbai,Supermarket,Sprite,Carbonated,295,35,10,9292.5,25.52,1763.45,Yes,Distributor,High,18.98,Summer,Gold,Effective,Medium,24.95,Repeat,Discount Lover,Increase
7439,2023-06-07,North,Delhi,Supermarket,Limca,Carbonated,285,35,10,8977.5,24.68,1944.96,Yes,Direct,High,21.66,Summer,Gold,Effective,Medium,24.98,Repeat,Discount Lover,Increase
7440,2023-02-03,South,Chennai,Kirana,Maaza,Juice,49,25,5,1163.75,17.3,316.26,No,Distributor,Low,27.18,Winter,Silver,Not Effective,Low,24.77,Repeat,Regular Buyer,Increase
7441,2023-09-23,West,Ahmedabad,Supermarket,Coke,Carbonated,270,25,5,6412.5,14.07,2613.4,Yes,Distributor,High,40.75,Monsoon,Gold,Effective,Medium,24.95,Repeat,Regular Buyer,Decrease
7442,2024-06-18,West,Ahmedabad,Supermarket,Maaza,Juice,295,30,10,7965.0,16.88,2985.19,No,Direct,High,37.48,Summer,Gold,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
7443,2024-02-13,West,Pune,Online,Minute Maid,Juice,13,40,10,468.0,21.63,186.86,No,Direct,Low,39.93,Winter,Bronze,Not Effective,Low,24.95,Repeat,Discount Lover,Decrease
7444,2024-09-18,South,Chennai,Online,Maaza,Juice,66,30,5,1881.0,17.85,702.77,No,Direct,Medium,37.36,Monsoon,Bronze,Not Effective,Low,24.77,Repeat,Regular Buyer,Decrease
7445,2023-05-05,West,Surat,Online,Maaza,Juice,248,25,0,6200.0,14.35,2640.05,No,Direct,High,42.58,Summer,Bronze,Not Effective,Medium,24.95,Repeat,Premium Buyer,Decrease
7446,2024-02-03,South,Kochi,Supermarket,Sprite,Carbonated,122,50,0,6100.0,38.42,1413.35,Yes,Direct,Medium,23.17,Winter,Gold,Not Effective,Low,24.77,Repeat,Premium Buyer,Decrease
7447,2023-10-17,East,Bhubaneswar,Online,Limca,Carbonated,377,40,0,15080.0,23.61,6179.01,Yes,Direct,Bulk,40.97,Monsoon,Bronze,Effective,High,25.3,Repeat,Premium Buyer,Increase
7448,2024-08-11,North,Jaipur,Supermarket,Sprite,Carbonated,61,40,10,2196.0,26.83,559.34,Yes,Distributor,Medium,25.47,Monsoon,Gold,Not Effective,Low,24.98,Repeat,Discount Lover,Increase
7449,2024-04-12,West,Ahmedabad,Supermarket,Maaza,Juice,271,25,10,6097.5,13.99,2305.41,No,Distributor,High,37.81,Summer,Gold,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
7450,2023-02-01,North,Chandigarh,Online,Sprite,Carbonated,499,25,15,10603.75,14.34,3446.12,No,Direct,Bulk,32.5,Winter,Bronze,Not Effective,High,24.98,Repeat,Discount Lover,Decrease
7451,2024-10-17,West,Mumbai,Supermarket,Fanta,Carbonated,129,25,10,2902.5,12.5,1289.83,No,Direct,Medium,44.44,Monsoon,Gold,Not Effective,Low,24.95,Repeat,Discount Lover,Increase
7452,2024-01-05,West,Surat,Online,Maaza,Juice,350,20,15,5950.0,13.75,1138.81,No,Distributor,Bulk,19.14,Winter,Bronze,Not Effective,High,24.95,Repeat,Discount Lover,Decrease
7453,2024-09-27,South,Kochi,Supermarket,Coke,Carbonated,284,35,10,8946.0,20.86,3023.16,No,Distributor,High,33.79,Monsoon,Gold,Not Effective,Medium,24.77,Repeat,Discount Lover,Decrease
7454,2023-11-27,North,Jaipur,Supermarket,Limca,Carbonated,143,40,0,5720.0,29.19,1545.45,No,Distributor,Medium,27.02,Winter,Gold,Not Effective,Low,24.98,Repeat,Premium Buyer,Decrease
7455,2023-03-10,South,Bengaluru,Supermarket,Limca,Carbonated,190,25,10,4275.0,13.1,1786.58,No,Direct,High,41.79,Summer,Gold,Not Effective,Medium,24.77,Repeat,Discount Lover,Increase
7456,2023-11-18,East,Guwahati,Supermarket,Maaza,Juice,20,50,10,900.0,35.51,189.7,No,Direct,Low,21.08,Winter,Gold,Not Effective,Low,25.3,Repeat,Discount Lover,Decrease
7457,2023-02-15,South,Hyderabad,Online,Fanta,Carbonated,48,35,15,1428.0,18.32,548.85,No,Direct,Low,38.43,Winter,Bronze,Not Effective,Low,24.77,Repeat,Discount Lover,Decrease
7458,2024-07-30,North,Chandigarh,Kirana,Sprite,Carbonated,412,50,5,19570.0,25.26,9164.36,No,Direct,Bulk,46.83,Monsoon,Silver,Not Effective,High,24.98,Repeat,Regular Buyer,Decrease
7459,2024-10-07,East,Kolkata,Online,Limca,Carbonated,19,35,15,565.25,21.27,161.17,Yes,Direct,Low,28.51,Monsoon,Bronze,Not Effective,Low,25.3,Repeat,Discount Lover,Increase
7460,2023-07-30,West,Pune,Supermarket,Limca,Carbonated,305,50,5,14487.5,35.96,3518.68,No,Direct,Bulk,24.29,Monsoon,Gold,Not Effective,High,24.95,Repeat,Regular Buyer,Decrease
7461,2024-06-11,South,Hyderabad,Supermarket,Coke,Carbonated,371,40,15,12614.0,21.32,4704.6,No,Direct,Bulk,37.3,Summer,Gold,Not Effective,High,24.77,Repeat,Discount Lover,Increase
7462,2023-03-14,West,Ahmedabad,Supermarket,Fanta,Carbonated,212,40,15,7208.0,25.86,1725.36,Yes,Direct,High,23.94,Summer,Gold,Not Effective,Medium,24.95,Repeat,Discount Lover,Decrease
7463,2024-05-01,North,Jaipur,Supermarket,Maaza,Juice,276,30,5,7866.0,21.42,1953.04,Yes,Direct,High,24.83,Summer,Gold,Effective,Medium,24.98,Repeat,Regular Buyer,Increase
7464,2023-09-07,West,Pune,Online,Maaza,Juice,490,40,0,19600.0,21.21,9204.79,No,Direct,Bulk,46.96,Monsoon,Bronze,Not Effective,High,24.95,Repeat,Premium Buyer,Decrease
7465,2024-08-28,West,Ahmedabad,Online,Fanta,Carbonated,153,40,0,6120.0,20.66,2959.41,No,Direct,High,48.36,Monsoon,Bronze,Not Effective,Medium,24.95,Repeat,Premium Buyer,Increase
7466,2023-12-09,South,Kochi,Supermarket,Maaza,Juice,266,45,15,10174.5,24.62,3625.73,Yes,Distributor,High,35.64,Winter,Gold,Effective,Medium,24.77,Repeat,Discount Lover,Increase
7467,2023-06-01,South,Hyderabad,Supermarket,Coke,Carbonated,35,50,15,1487.5,27.79,515.01,No,Distributor,Low,34.62,Summer,Gold,Not Effective,Low,24.77,Repeat,Discount Lover,Decrease
7468,2023-10-17,West,Pune,Online,Maaza,Juice,182,50,5,8645.0,28.1,3531.03,No,Direct,High,40.84,Monsoon,Bronze,Not Effective,Medium,24.95,Repeat,Regular Buyer,Increase
7469,2023-06-03,West,Surat,Supermarket,Fanta,Carbonated,440,50,5,20900.0,30.65,7414.81,Yes,Distributor,Bulk,35.48,Summer,Gold,Effective,High,24.95,Repeat,Regular Buyer,Decrease
7470,2024-06-21,South,Bengaluru,Supermarket,Coke,Carbonated,221,25,0,5525.0,18.46,1445.88,No,Distributor,High,26.17,Summer,Gold,Not Effective,Medium,24.77,Repeat,Premium Buyer,Increase
